mint,t0_observed_at_us,t0_observed_at_utc,trade_events_5m,root_class,quote_candidate_events,unresolved_events,diagnosis_counts_json,quote_mints_json,ix_names_json,tail_decode_json
Do8CJSB7c43yEMrrJtduT5kU7EFi3NMmDccVFxX3pump,1787067954515745,2026-08-18T15:45:54.515745+00:00,7,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,7,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":7}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":7}","{""buy"":4,""sell"":3}","{""True"":7}"
5xGUPDnrHYQex67yXNJS4aXdaH4121a6Hd8AfxbBpump,1787067954490744,2026-08-18T15:45:54.490744+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""buy_exact_quote_in"":1}","{""True"":1}"
DyQdMnRbn6CxiG1gtyLYE8VS1Dc2jHyaAUawxFHRpump,1787067908234480,2026-08-18T15:45:08.234480+00:00,22,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,22,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":22}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":22}","{""buy"":10,""buy_exact_quote_in"":7,""sell"":5}","{""True"":22}"
8AVQEe8Z5VVQz7k9snRbmkrYgxpDi73sbL2wHF2Vpump,1787067862455586,2026-08-18T15:44:22.455586+00:00,14,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,14,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":14}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":14}","{""buy"":6,""sell"":8}","{""True"":14}"
G4UqR5d95ZV4uxwfqUCFu1TQ4Zqo8gRfooz8QsE5pump,1787067859741658,2026-08-18T15:44:19.741658+00:00,20,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,20,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":20}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":20}","{""buy"":9,""buy_exact_quote_in"":5,""sell"":6}","{""True"":20}"
CgtV4B4gHQC1HzwNU4T6uUF9Yk9YrASk9oG5nHj5pump,1787067859717657,2026-08-18T15:44:19.717657+00:00,5,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,5,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":5}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":5}","{""buy"":5}","{""True"":5}"
Fjt9MbZQHmfgXrA6SqD7W5QE2fDxTuC9UShTFN8Ypump,1787067813224575,2026-08-18T15:43:33.224575+00:00,4,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,4,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":4}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":4}","{""buy"":1,""sell"":3}","{""True"":4}"
6z3yt4Z6maTYKY6uaKcyjXbwXPAVTdcLrfGreym7pump,1787067810741142,2026-08-18T15:43:30.741142+00:00,3,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,3,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":3}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":3}","{""buy"":1,""sell"":2}","{""True"":3}"
CjYxPdUeDqkbRzD65YHyTuQVFPuUHEennS5X2Eftpump,1787067715280203,2026-08-18T15:41:55.280203+00:00,4,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,4,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":4}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":4}","{""buy"":1,""sell"":3}","{""True"":4}"
4JrJFVhPMrMWQpyjeKKVoZ2BrSZCCwr7CNvg9h7Spump,1787067676491508,2026-08-18T15:41:16.491508+00:00,6,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,6,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":6}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":6}","{""buy"":1,""buy_exact_quote_in"":1,""sell"":4}","{""True"":6}"
FfvRkchaAj1Uod6991bEBVPTPeY72Hujsq9YSmqupump,1787067636480547,2026-08-18T15:40:36.480547+00:00,5,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,5,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":5}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":5}","{""buy"":1,""sell"":4}","{""True"":5}"
FzV9aEQpdohzram1Ttd2MeQd2L9X1cH9by2LEUYppump,1787067616530771,2026-08-18T15:40:16.530771+00:00,2,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,2,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":2}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":2}","{""sell"":2}","{""True"":2}"
HmqRd111tGEDxfPbe9FVzCR8tGq1XjYKs1omG9F5pump,1787067491590477,2026-08-18T15:38:11.590477+00:00,8,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,8,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":8}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":8}","{""buy"":3,""buy_exact_quote_in"":3,""sell"":2}","{""True"":8}"
FQRLGs7o49AaRtpg7hjUv9TWaDc7bxnWve6NgeSVpump,1787067406030612,2026-08-18T15:36:46.030612+00:00,7,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,7,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":7}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":7}","{""buy"":4,""buy_exact_quote_in"":1,""sell"":2}","{""True"":7}"
4DV96r1Knn4snRBSudzXqt16qyNWbKsWd5zHqBdzpump,1787067304476455,2026-08-18T15:35:04.476455+00:00,9,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,9,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":9}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":9}","{""buy"":4,""sell"":5}","{""True"":9}"
F6iFoS3kzU2YsWEbY65fNUje9q6XZzQDccodFiGhpump,1787067188321206,2026-08-18T15:33:08.321206+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""sell"":1}","{""True"":1}"
GvNjmvMrCdVpWsgGNNDDpPzQd1zUzQ1hEEr97886pump,1787067118764408,2026-08-18T15:31:58.764408+00:00,3,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,3,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":3}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":3}","{""buy"":1,""sell"":2}","{""True"":3}"
7G6ff1XxpbDYuxMXNuvGLfB8GtJapM244KugEXv5pump,1787067066027665,2026-08-18T15:31:06.027665+00:00,4,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,4,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":4}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":4}","{""buy"":2,""buy_exact_quote_in"":1,""sell"":1}","{""True"":4}"
E9kUCLKmfBSpqDeJs8JB6F9BKYbzA6so3YBBZWf3pump,1787067029224062,2026-08-18T15:30:29.224062+00:00,2,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,2,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":2}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":2}","{""buy"":2}","{""True"":2}"
6Zx8x6VnkPTnzu4omumc9ff9J9SpjAXmfEoXuaZhpump,1787066965679947,2026-08-18T15:29:25.679947+00:00,7,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,7,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":7}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":7}","{""buy"":6,""sell"":1}","{""True"":7}"
3smV7jp3PKRwMwDtjQBcaotwR1TQKpd4Do6MGH4cpump,1787066915928423,2026-08-18T15:28:35.928423+00:00,19,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,19,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":19}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":19}","{""buy"":7,""buy_exact_quote_in"":1,""sell"":11}","{""True"":19}"
9PTH9TNLipkBnWvb4HqJi3oMrLyQthFvEFyMzqyzpump,1787066869687432,2026-08-18T15:27:49.687432+00:00,11,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,11,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":11}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":11}","{""buy"":5,""sell"":6}","{""True"":11}"
BThniFe6cxjbUJB2A8fU2V2oG3wrkDUYFYhb2Zeppump,1787066834817942,2026-08-18T15:27:14.817942+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""buy"":1}","{""True"":1}"
4jwozZwJaetP8nbwuU1Np9UNMCLdMtwMAisVrHpspump,1787066827835550,2026-08-18T15:27:07.835550+00:00,6,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,6,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":6}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":6}","{""buy"":1,""buy_exact_quote_in"":2,""sell"":3}","{""True"":6}"
DwVrCYyzEykP4vfKiP1EieBkNRcQxZ4QKwWEtKDYpump,1787066682275320,2026-08-18T15:24:42.275320+00:00,11,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,11,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":11}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":11}","{""buy"":3,""buy_exact_quote_in"":2,""sell"":6}","{""True"":11}"
8RHRAAfv69yMxfGgkvtRYSiatZmDCvQRNw8ceWpKpump,1787066648306073,2026-08-18T15:24:08.306073+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""sell"":1}","{""True"":1}"
GLYdNkeguF8h9eTmBr7LAd9Zko8bMjme3BMTuTETpump,1787066570807289,2026-08-18T15:22:50.807289+00:00,15,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,15,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":15}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":15}","{""buy"":6,""buy_exact_quote_in"":1,""sell"":8}","{""True"":15}"
HiV4a6iFbW1J8M674D2nu62Ux4cre7AR8hQsmKrgpump,1787066523771867,2026-08-18T15:22:03.771867+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""sell"":1}","{""True"":1}"
ExNu5Hy9psp9SjMhVrizh32LuiTmwy5JmFzhZ2ozpump,1787066519107299,2026-08-18T15:21:59.107299+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""buy_exact_quote_in"":1}","{""True"":1}"
9RmTCsQzTTiCz6udn2dfhXGRytYZToZun5pRKYXUpump,1787066453471685,2026-08-18T15:20:53.471685+00:00,15,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,15,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":15}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":15}","{""buy"":9,""buy_exact_quote_in"":1,""sell"":5}","{""True"":15}"
2vWTy8ZGA6hJgLYxjM9x2yoqcLwbLpb2pMVm1jzxpump,1787066315293519,2026-08-18T15:18:35.293519+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""buy"":1}","{""True"":1}"
5voxpVWgGkVVp5ANQZ5F4xFV82bqjhXsyJmkDZt7pump,1787066038224558,2026-08-18T15:13:58.224558+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""buy_exact_quote_in"":1}","{""True"":1}"
DapJsmvZ6e1fYdPm6YZUE8ybu8ZU2DxXWjQk8B6Dpump,1787065790404180,2026-08-18T15:09:50.404180+00:00,57,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,57,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":57}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":57}","{""buy"":29,""buy_exact_quote_in"":1,""sell"":27}","{""True"":57}"
HenJf28waBHRC1ArKvnCDWiaeBN928JPes7U72kcpump,1787065596829833,2026-08-18T15:06:36.829833+00:00,2,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,2,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":2}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":2}","{""buy"":2}","{""True"":2}"
HL4x3JDqhdXRJXq1jLnh1TRUR1YwbDA87arfa7S2pump,1787065467513809,2026-08-18T15:04:27.513809+00:00,6,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,6,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":6}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":6}","{""buy"":3,""sell"":3}","{""True"":6}"
FGvgPyP4D8b4kPFQGqKJMBTZEVT6FUzFRArLr7rtpump,1787065244151980,2026-08-18T15:00:44.151980+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""buy"":1}","{""True"":1}"
DQJPnuYm3n6zDRSpzLACjfiqT9TULfKacLe9p7WNpump,1787064958428348,2026-08-18T14:55:58.428348+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""sell"":1}","{""True"":1}"
8za7XqcwP36S3KJatCCNffgYAC5Xdm4yCuDtf8Capump,1787064816751358,2026-08-18T14:53:36.751358+00:00,21,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,21,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":21}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":21}","{""buy"":11,""buy_exact_quote_in"":1,""sell"":9}","{""True"":21}"
7ao13TaErWrXip91NHuaNWy7WRsEXont4hg4dva7b54b,1787064688630898,2026-08-18T14:51:28.630898+00:00,8,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,8,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":8}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":8}","{""buy"":1,""sell"":7}","{""True"":8}"
DZb5D7RVQ3qLRyAbBZHdLLkEiqj9kkhHca4ihAxapump,1787064548030877,2026-08-18T14:49:08.030877+00:00,2,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,2,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":2}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":2}","{""sell"":2}","{""True"":2}"
GWfLQX1ofSBH9uWNV7aQVr282DqFU1X1xrHGneQipump,1787064370903750,2026-08-18T14:46:10.903750+00:00,9,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,9,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":9}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":9}","{""buy"":4,""buy_exact_quote_in"":1,""sell"":4}","{""True"":9}"
9RctEcZFSxhxB24QbdQGgRsaXK9MMhhiz7S3KGmapump,1787064236131110,2026-08-18T14:43:56.131110+00:00,8,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,8,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":8}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":8}","{""buy"":2,""buy_exact_quote_in"":1,""sell"":5}","{""True"":8}"
FEmy929vmdMdEwVkzQAw4hNZpRteYNxQWk8Lx5AKpump,1787064233419925,2026-08-18T14:43:53.419925+00:00,5,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,5,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":5}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":5}","{""buy"":2,""sell"":3}","{""True"":5}"
9isGuumtaqvJeJeyLF44fvfskk2cv5mYsopexMBfpump,1787064210233955,2026-08-18T14:43:30.233955+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""sell"":1}","{""True"":1}"
FWCrBP3s9SFM6vvzdzxPATbq5KjTvr8HJ5iss3XGpump,1787064046624426,2026-08-18T14:40:46.624426+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""sell"":1}","{""True"":1}"
CfojA3Ch4TPWUpdP6KU8x5eEi3FeZwYTBiA5nSdzpump,1787064042148745,2026-08-18T14:40:42.148745+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""sell"":1}","{""True"":1}"
DoFD8FyDMUbwBKxaGciJsy8ArRDmkuVkcn778jDBpump,1787064010545854,2026-08-18T14:40:10.545854+00:00,8,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,8,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":8}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":8}","{""buy"":4,""sell"":4}","{""True"":8}"
2RWuyLjvyqfSUvH6H86keTYrw46fDgDnKnv3MsdYpump,1787063193828702,2026-08-18T14:26:33.828702+00:00,1,ALL_TRADES_QUOTE_RESERVE_FALLBACK_CANDIDATE,1,0,"{""QUOTE_RESERVE_FALLBACK_CANDIDATE"":1}","{""EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v"":1}","{""sell"":1}","{""True"":1}"
