candidate_id,mint,signal_at,price_identity,mfe_bps_5m,mae_bps_5m,extrema_complete_5m,extrema_coverage_status_5m,5s_status,5s_return_bps,5s_mark_age_ms,5s_coverage_status,15s_status,15s_return_bps,15s_mark_age_ms,15s_coverage_status,30s_status,30s_return_bps,30s_mark_age_ms,30s_coverage_status,60s_status,60s_return_bps,60s_mark_age_ms,60s_coverage_status,2m_status,2m_return_bps,2m_mark_age_ms,2m_coverage_status,5m_status,5m_return_bps,5m_mark_age_ms,5m_coverage_status
fp1sig-6e4e60a809c42bbadef45a57,9eQcyRj2d5jzaar9VitTLVWrQpL6RAGcy9QxnYMvpump,2026-08-18T16:11:12.868237+00:00,SOL_NATIVE,4522,-8694,False,GAP,OBSERVABLE,1162,2226,COMPLETE,OBSERVABLE,-3814,2269,COMPLETE,OBSERVABLE,-7682,1755,COMPLETE,COVERAGE_GAP,-8302,26905,GAP,COVERAGE_GAP,-8302,86905,GAP,COVERAGE_GAP,-8302,266905,GAP
fp1sig-9e1c3589f23b832091a23b65,6RZNdhUBrMzLHQn4sRwak5Rqkvthmt6JSCS3PxAopump,2026-08-18T16:11:35.692350+00:00,SOL_NATIVE,11749,-1268,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,1012,392,COMPLETE,COVERAGE_GAP,3730,2763,GAP,COVERAGE_GAP,4654,1126,GAP,COVERAGE_GAP,1174,1577,GAP,COVERAGE_GAP,1481,6,GAP
fp1sig-fed3c3eb959669c978e05ef2,J4kRumERgC3nWPjsLw8Q6gVH1tCs1tx8CzJSfmaipump,2026-08-18T16:11:47.800565+00:00,SOL_NATIVE,890,-9997,False,GAP,OBSERVABLE,890,2514,COMPLETE,COVERAGE_GAP,-8051,2565,GAP,COVERAGE_GAP,-7427,1758,GAP,COVERAGE_GAP,-7556,775,GAP,COVERAGE_GAP,-9178,3092,GAP,COVERAGE_GAP,-9995,12168,GAP
fp1sig-47bc7c04541b73d5ae32bffb,436kmyn86K89dy71LHworVnA59asDpa9PchD1Njcpump,2026-08-18T16:12:34.585573+00:00,SOL_NATIVE,6803,-7134,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,499,5202,GAP,COVERAGE_GAP,523,1843,GAP,COVERAGE_GAP,4581,203,GAP,COVERAGE_GAP,6339,2004,GAP,COVERAGE_GAP,-7134,11698,GAP
fp1sig-5eb4f797a2431785f0118234,Gb1PPHEAXin26fSxoVKSbmxmjhHVeUdFcymDxSzpump,2026-08-18T16:15:34.828291+00:00,SOL_NATIVE,0,-5827,False,GAP,OBSERVABLE,-804,629,COMPLETE,OBSERVABLE,-1710,8119,COMPLETE,COVERAGE_GAP,-1762,8411,GAP,COVERAGE_GAP,-4317,18942,GAP,COVERAGE_GAP,-4317,78942,GAP,COVERAGE_GAP,-5827,151969,GAP
fp1sig-7ccc485331c32bb83ebd164e,3mNm4jUj8A9uezMkrUGPJ6oqhPHTkZCz2qSd1VQLRA1a,2026-08-18T16:15:51.692136+00:00,SOL_NATIVE,-588,-6900,False,GAP,OBSERVABLE,-2826,249,COMPLETE,COVERAGE_GAP,-6824,31,GAP,COVERAGE_GAP,-6828,10065,GAP,COVERAGE_GAP,-6855,6200,GAP,COVERAGE_GAP,-6900,37599,GAP,COVERAGE_GAP,-6900,217599,GAP
fp1sig-a7109f636da1e7a8496c8fb7,ADhDT32vX3hnRGaB4ansFUeD1frLxvsDBxGvg7b2pump,2026-08-18T16:16:08.968519+00:00,SOL_NATIVE,-108,-7596,False,GAP,OBSERVABLE,-1903,2,COMPLETE,OBSERVABLE,-3756,881,COMPLETE,OBSERVABLE,-5819,3286,COMPLETE,COVERAGE_GAP,-6977,21026,GAP,COVERAGE_GAP,-6977,81026,GAP,COVERAGE_GAP,-6977,261026,GAP
fp1sig-73f9e2e9ece8579b8739324e,9R4FztKGrvaiQMAJiRrC9ZNT49KBMRSwnf69U39Kpump,2026-08-18T16:16:28.453712+00:00,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,-1629,-5636,False,GAP,OBSERVABLE,-2945,309,COMPLETE,OBSERVABLE,-4525,811,COMPLETE,COVERAGE_GAP,-4258,12965,GAP,COVERAGE_GAP,-5636,8360,GAP,COVERAGE_GAP,-5636,68360,GAP,COVERAGE_GAP,-5636,248360,GAP
fp1sig-e290013bfaef1ffe95984047,EzKQ9HbwsnyLA7gMCMkT565AiS6Ms6HiunrxWrSzheit,2026-08-18T16:19:41.353400+00:00,SOL_NATIVE,1435,-7447,False,GAP,OBSERVABLE,643,4960,COMPLETE,OBSERVABLE,-350,1703,COMPLETE,COVERAGE_GAP,-350,16703,GAP,COVERAGE_GAP,-7447,15230,GAP,COVERAGE_GAP,-7447,75230,GAP,COVERAGE_GAP,-7447,255230,GAP
fp1sig-b899e53912f25b115c63359f,5nKo8KMpoqwrJ8YWPamQ6jef6E5KMxzreha8QGrypump,2026-08-18T16:21:57.357716+00:00,SOL_NATIVE,4276,-9957,False,GAP,OBSERVABLE,-2133,2179,COMPLETE,OBSERVABLE,4276,973,COMPLETE,COVERAGE_GAP,2123,7717,GAP,COVERAGE_GAP,2123,37717,GAP,COVERAGE_GAP,2123,97717,GAP,COVERAGE_GAP,-9957,45297,GAP
fp1sig-8ec0b6b4d84905dbf09745f2,7e7BoAWtCBi5gHpGo4Cvz5tyJz2SZVUkVb8r9rFNpump,2026-08-18T16:23:18.376940+00:00,SOL_NATIVE,4898,66,False,GAP,OBSERVABLE,324,2580,COMPLETE,OBSERVABLE,696,1756,COMPLETE,COVERAGE_GAP,696,16756,GAP,COVERAGE_GAP,696,46756,GAP,COVERAGE_GAP,696,106756,GAP,COVERAGE_GAP,4898,22652,GAP
fp1sig-1f58c7fb32dfe8911626491c,6sNszQahQmQDMSYHSSgToffSYWKGiCyYdqhGdLbpump,2026-08-18T16:24:24.300153+00:00,SOL_NATIVE,-6522,-9711,False,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,-6566,595,GAP,COVERAGE_GAP,-8114,2072,GAP,COVERAGE_GAP,-6522,12892,GAP,COVERAGE_GAP,-9708,15277,GAP,COVERAGE_GAP,-9708,195277,GAP
fp1sig-424142ed29d71f1195ab58a6,3fAedbXLHtBZTw8nFciNGvFVBxH1dKfsLUcdPgMLpump,2026-08-18T16:24:46.745871+00:00,SOL_NATIVE,4926,-1899,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,0,3638,COMPLETE,OBSERVABLE,22,8010,COMPLETE,COVERAGE_GAP,-1899,1117,GAP,COVERAGE_GAP,4385,12543,GAP,COVERAGE_GAP,3719,124165,GAP
fp1sig-02bf63c428e304a0fd0a72d7,DBTHFgm3cbEAzt5osUsiNqcDbiqe31kUotig9q35pump,2026-08-18T16:25:08.823582+00:00,SOL_NATIVE,,,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP
fp1sig-46a1bce53dc3a4acf13926cb,2HFphJeTZtSfgkYQL5A8VfzciFtYKvSp4YY4tjMRpump,2026-08-18T16:26:34.196004+00:00,SOL_NATIVE,7788,-9980,False,GAP,OBSERVABLE,1501,4969,COMPLETE,OBSERVABLE,1501,14969,COMPLETE,COVERAGE_GAP,656,2106,GAP,COVERAGE_GAP,4600,2455,GAP,COVERAGE_GAP,-7355,14194,GAP,COVERAGE_GAP,-9978,15968,GAP
fp1sig-a9249c6597bc5788e7069504,ESq2nk7qAue468yCVpswh66SqZskWztfUis7RW8npump,2026-08-18T16:27:28.934834+00:00,SOL_NATIVE,8889,-744,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,-744,4379,COMPLETE,COVERAGE_GAP,1465,3253,GAP,COVERAGE_GAP,-546,6561,GAP,COVERAGE_GAP,6019,17502,GAP,COVERAGE_GAP,8889,169874,GAP
fp1sig-d5f35194f334d80cca1a00ed,AsAeXvjQfndmi1sBvqe1Q7yKTcikUJ5B2PqtA5a9pump,2026-08-18T16:28:17.179642+00:00,SOL_NATIVE,5137,107,False,GAP,OBSERVABLE,107,4973,COMPLETE,OBSERVABLE,110,4177,COMPLETE,COVERAGE_GAP,110,19177,GAP,COVERAGE_GAP,1769,5796,GAP,COVERAGE_GAP,3114,24942,GAP,COVERAGE_GAP,1762,1270,GAP
fp1sig-a878c82c874c9abb76bb685f,2QUfcqAK5wEzjUDVDqHBqb4zgPkm36rQCEwMDtu4pump,2026-08-18T16:30:37.635708+00:00,SOL_NATIVE,4598,-4310,False,GAP,OBSERVABLE,1739,11,COMPLETE,OBSERVABLE,2457,1732,COMPLETE,COVERAGE_GAP,-4277,3606,GAP,COVERAGE_GAP,-4310,27058,GAP,COVERAGE_GAP,-4310,87058,GAP,COVERAGE_GAP,-4310,267058,GAP
fp1sig-ecde30af29d77c82fc2cf48e,VsthQwS5jGYxKAavUrCg93zWWkmhZv3oqqBaNPgpump,2026-08-18T16:32:24.754591+00:00,SOL_NATIVE,138,-5219,False,GAP,OBSERVABLE,79,2184,COMPLETE,OBSERVABLE,123,4722,COMPLETE,COVERAGE_GAP,-4515,7839,GAP,COVERAGE_GAP,-4557,5984,GAP,COVERAGE_GAP,-5219,38943,GAP,COVERAGE_GAP,-5219,218943,GAP
fp1sig-3d10e9a381a07546bbc7c3c1,GdGhFZYspFgtbyMwS25bg1y6CXKwq2mnL4AfzSJtaGjq,2026-08-18T16:32:57.919225+00:00,SOL_NATIVE,5667,-3547,False,GAP,OBSERVABLE,31,2444,COMPLETE,OBSERVABLE,446,1725,COMPLETE,OBSERVABLE,41,4395,COMPLETE,COVERAGE_GAP,1797,9486,GAP,COVERAGE_GAP,3276,5839,GAP,COVERAGE_GAP,-3403,6488,GAP
fp1sig-47e28cd40bfcc6d9dcacf444,BBoXjPBQqYZ8VPM7MWVszN6oPVYbhNPdPfzxz4nbpump,2026-08-18T16:33:40.173567+00:00,SOL_NATIVE,4743,-3325,False,GAP,OBSERVABLE,-350,2376,COMPLETE,OBSERVABLE,-691,2246,COMPLETE,OBSERVABLE,546,2116,COMPLETE,COVERAGE_GAP,1048,14335,GAP,COVERAGE_GAP,4743,12506,GAP,COVERAGE_GAP,3901,335,GAP
fp1sig-1f852553e3e8e2b184597d68,4E5XbSieDFTd3NFWwt4ufe1sEwdxiVuy9XS9aKQ8pump,2026-08-18T16:33:55.436296+00:00,SOL_NATIVE,150,-9013,False,GAP,OBSERVABLE,-2650,2339,COMPLETE,OBSERVABLE,-2496,2376,COMPLETE,COVERAGE_GAP,-5698,9979,GAP,COVERAGE_GAP,-5698,39979,GAP,COVERAGE_GAP,-5698,99979,GAP,COVERAGE_GAP,-9013,694,GAP
fp1sig-4de722c93142642176800c45,GwFHahno4suyrVqENPWnrPF2x9PaaQkA1Mqjuomxpump,2026-08-18T16:36:27.724589+00:00,SOL_NATIVE,5045,-9454,False,GAP,OBSERVABLE,3179,185,COMPLETE,OBSERVABLE,2093,1706,COMPLETE,COVERAGE_GAP,-687,14070,GAP,COVERAGE_GAP,-687,44070,GAP,COVERAGE_GAP,-9454,58045,GAP,COVERAGE_GAP,-8867,164925,GAP
fp1sig-e540ac5e0956daa6f282263d,77QEm9TjeEKuQPJsnqsKDbdswShJuG3YivwM8X1Kpump,2026-08-18T16:37:43.383340+00:00,SOL_NATIVE,1580,-5979,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,125,4307,COMPLETE,OBSERVABLE,309,8769,COMPLETE,COVERAGE_GAP,282,3548,GAP,COVERAGE_GAP,1480,8002,GAP,COVERAGE_GAP,-2157,8115,GAP
fp1sig-768aae4b420cb3724e6f3b57,E2u1QcunKtrXqXom6UCxpHP1pZ3Zn19Q3yzivq1xpump,2026-08-18T16:37:54.056222+00:00,SOL_NATIVE,542,-1389,False,GAP,OBSERVABLE,542,4941,COMPLETE,OBSERVABLE,542,14941,COMPLETE,OBSERVABLE,468,3106,COMPLETE,COVERAGE_GAP,468,33106,GAP,COVERAGE_GAP,-1093,10860,GAP,COVERAGE_GAP,-1389,69350,GAP
fp1sig-35b7137acda8e0f920fc8c81,7jNnpjyJ8WM42vpGnxHDMSGWHenAZ6i7yhnZMEJhpump,2026-08-18T16:38:51.365538+00:00,SOL_NATIVE,1695,-9580,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,1030,343,COMPLETE,OBSERVABLE,-4138,4300,COMPLETE,COVERAGE_GAP,-9470,126,GAP,COVERAGE_GAP,-9426,37825,GAP,COVERAGE_GAP,-9426,217825,GAP
fp1sig-e07a59ce57deb36e083d019a,Cefnnz8Mh3JhUNFPZ8EBgV9FAbVH4F4GcMyk2q8pump,2026-08-18T16:42:35.270304+00:00,SOL_NATIVE,983,-7408,False,GAP,OBSERVABLE,-70,2796,COMPLETE,OBSERVABLE,983,1985,COMPLETE,OBSERVABLE,602,14392,COMPLETE,COVERAGE_GAP,-6645,3863,GAP,COVERAGE_GAP,-7158,29592,GAP,COVERAGE_GAP,-7408,115832,GAP
fp1sig-5e181f0b65f19374b8ed185a,GVw4JNZcBXqZ1jBWiL2Fytk7KNm1z3Snuj9AHZ9spump,2026-08-18T16:44:16.286071+00:00,SOL_NATIVE,1381,-9771,False,GAP,OBSERVABLE,-449,4992,COMPLETE,OBSERVABLE,898,6884,COMPLETE,COVERAGE_GAP,1381,14420,GAP,COVERAGE_GAP,-9771,9307,GAP,COVERAGE_GAP,-9771,69307,GAP,COVERAGE_GAP,-9771,249307,GAP
fp1sig-5d78544a6b10f1ad41d0b424,JC2AsYN4xTvqzkQRAW8D3v8uSBpk1J1aiSGAqREKpump,2026-08-18T16:45:15.413412+00:00,SOL_NATIVE,950,-5965,False,GAP,OBSERVABLE,662,2179,COMPLETE,OBSERVABLE,-212,1571,COMPLETE,COVERAGE_GAP,-212,16571,GAP,COVERAGE_GAP,-4682,13900,GAP,COVERAGE_GAP,-5130,19474,GAP,COVERAGE_GAP,-5965,104320,GAP
fp1sig-25bdbc7bcdfb8d23388466d2,28azdhuyttWsy1Cxdp1BLsMWU1YXan2BMjdQD7nPpump,2026-08-18T16:45:23.537429+00:00,SOL_NATIVE,-177,-9655,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,-8383,1877,GAP,COVERAGE_GAP,-8748,2787,GAP,COVERAGE_GAP,-9365,10403,GAP,COVERAGE_GAP,-9655,46047,GAP,COVERAGE_GAP,-9655,226047,GAP
fp1sig-56782a2a98f0bde12b4b2c52,CmnMzq8ZSmdVLcLHgEY7swfCZjCtF9Yf1MEcDtGDpump,2026-08-18T16:46:10.333454+00:00,SOL_NATIVE,1943,-3714,False,GAP,OBSERVABLE,315,2182,COMPLETE,COVERAGE_GAP,315,12182,GAP,COVERAGE_GAP,315,27182,GAP,COVERAGE_GAP,1130,8803,GAP,COVERAGE_GAP,-3700,3968,GAP,COVERAGE_GAP,-3714,159231,GAP
fp1sig-c04ecd7f33dc3338e13024bb,CStuJdzp4FxEMYG8wjen2FN7GyJHw5hzNFx9ynV8pump,2026-08-18T16:46:29.386037+00:00,SOL_NATIVE,549,-8727,False,GAP,OBSERVABLE,127,2347,COMPLETE,OBSERVABLE,549,9731,COMPLETE,OBSERVABLE,504,11261,COMPLETE,COVERAGE_GAP,439,20111,GAP,COVERAGE_GAP,-8727,14581,GAP,COVERAGE_GAP,-8727,194581,GAP
fp1sig-9470932efeaf02e907752d4b,C6UjUyxZhfF5qthtW3CY8twwzPFTHo9HbJyxqDjUS51,2026-08-18T16:46:34.627993+00:00,SOL_NATIVE,879,-1794,False,GAP,OBSERVABLE,-460,2143,COMPLETE,OBSERVABLE,-1387,1501,COMPLETE,OBSERVABLE,807,219,COMPLETE,COVERAGE_GAP,807,30219,GAP,COVERAGE_GAP,807,90219,GAP,COVERAGE_GAP,807,270219,GAP
fp1sig-637e9c43097d94a194a6ea92,5sqwueSTCdPP66NJm6Z1MnHnL2ruCigKZN2CvF51pump,2026-08-18T16:47:01.558502+00:00,SOL_NATIVE,629,-608,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,,,GAP,COVERAGE_GAP,386,2979,GAP,COVERAGE_GAP,629,8799,GAP,COVERAGE_GAP,-589,30375,GAP,COVERAGE_GAP,-589,210375,GAP
fp1sig-dd3f9b51fe99c183a5023f44,WjtVYkUG2qVfxQCLYZmFm2uYKuMcvty6V8EDrjjpump,2026-08-18T16:48:37.261747+00:00,SOL_NATIVE,-208,-463,False,UNKNOWN,COVERAGE_UNKNOWN,-427,4934,UNKNOWN,COVERAGE_UNKNOWN,-463,9023,UNKNOWN,COVERAGE_UNKNOWN,-463,24023,UNKNOWN,COVERAGE_UNKNOWN,-463,54023,UNKNOWN,COVERAGE_UNKNOWN,-463,114023,UNKNOWN,COVERAGE_UNKNOWN,-463,294023,UNKNOWN
fp1sig-7f3d37619a266bda47d353bc,3BygAcaBzyMdqTNGSa5WfhtNaQnFuTr69fLj1BENpump,2026-08-18T17:28:28.503052+00:00,SOL_NATIVE,500,-5578,False,GAP,OBSERVABLE,493,4861,COMPLETE,OBSERVABLE,-924,1312,COMPLETE,OBSERVABLE,-1855,2264,COMPLETE,OBSERVABLE,-3054,3119,COMPLETE,OBSERVABLE,-5023,5757,COMPLETE,COVERAGE_GAP,-4249,81659,GAP
fp1sig-34630f4e9e6f9ce47ea5dac6,DWsJZmhDkC3wWCyw63w525rJwAzhanpRNJVMf5Cspump,2026-08-18T17:28:39.733729+00:00,SOL_NATIVE,11343,-8333,False,GAP,OBSERVABLE,2788,237,COMPLETE,OBSERVABLE,-6946,802,COMPLETE,OBSERVABLE,-7733,1679,COMPLETE,OBSERVABLE,1121,505,COMPLETE,OBSERVABLE,-2772,2269,COMPLETE,COVERAGE_GAP,11343,110552,GAP
fp1sig-1b89836c288f09e7c08ddb64,C1Qzvsh3T8ktt6nUrxSjg7qn7mi1e26A23dR37Rxpump,2026-08-18T17:29:03.436360+00:00,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2920,-6585,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,2920,3338,COMPLETE,OBSERVABLE,-1280,1360,COMPLETE,OBSERVABLE,-3686,3128,COMPLETE,OBSERVABLE,-1958,13021,COMPLETE,COVERAGE_GAP,-149,84571,GAP
fp1sig-fd8a404b074b69a1323081b4,A2xfCk9dPC4fDBWS38fhFhf8P6M1TjoxQRYxK4wZ9kWV,2026-08-18T17:30:04.071014+00:00,SOL_NATIVE,866,-29,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,5,9065,COMPLETE,OBSERVABLE,5,39065,COMPLETE,OBSERVABLE,11,21145,COMPLETE,COVERAGE_GAP,-29,153173,GAP
fp1sig-4782bed568fcbcef041cfb73,DRGR73fa8r7V9FRDra2yVntgzYzGJ7bz9MZZYJotpump,2026-08-18T17:31:38.096440+00:00,SOL_NATIVE,7897,240,False,GAP,OBSERVABLE,2148,208,COMPLETE,OBSERVABLE,2148,7830,COMPLETE,OBSERVABLE,5374,1241,COMPLETE,OBSERVABLE,7437,1890,COMPLETE,COVERAGE_GAP,7121,4484,GAP,COVERAGE_GAP,6858,16105,GAP
fp1sig-748a8f9453d1b335cb5a84ff,EqQxpgUiaL7WRGwoeBzAwmHtZRJqE6nsuxsZooZRpump,2026-08-18T17:33:23.636738+00:00,SOL_NATIVE,48822,-7266,True,COMPLETE,OBSERVABLE,4029,2598,COMPLETE,OBSERVABLE,3122,2381,COMPLETE,OBSERVABLE,9059,400,COMPLETE,OBSERVABLE,11783,2280,COMPLETE,OBSERVABLE,48822,680,COMPLETE,OBSERVABLE,-6374,1190,COMPLETE
fp1sig-7841724b5e557a7bb3ef3cd9,Frc2DmXyxLvTVx4DJCcgH15xLtY9P3YEWPraEdp2pump,2026-08-18T17:33:26.086740+00:00,SOL_NATIVE,-2867,-8605,True,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,-7725,324,COMPLETE,OBSERVABLE,-5442,0,COMPLETE,OBSERVABLE,-4580,1605,COMPLETE,OBSERVABLE,-7063,23406,COMPLETE,OBSERVABLE,-8571,3826,COMPLETE
fp1sig-28fc5de41f35157121e201cd,24qPHs5KK7wqr9nqTStFUqsmwsFxUiCor8jQu9Qipump,2026-08-18T17:33:40.772122+00:00,SOL_NATIVE,-1596,-7467,True,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,-4380,5477,COMPLETE,OBSERVABLE,-4380,20477,COMPLETE,OBSERVABLE,-5208,27580,COMPLETE,OBSERVABLE,-4323,39958,COMPLETE,OBSERVABLE,-7446,119493,COMPLETE
fp1sig-c0ed6c852b319939207e9703,2MUW4ws73FHu5B5DuBk2ac1s1Rb9UPDZM8Gx5rMDpump,2026-08-18T17:33:43.126391+00:00,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,-473,-8980,True,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,-473,2030,COMPLETE,OBSERVABLE,-7934,2930,COMPLETE,OBSERVABLE,-8812,1606,COMPLETE,OBSERVABLE,-8837,3421,COMPLETE,OBSERVABLE,-8851,172982,COMPLETE
fp1sig-f66c237a57bc9c92cd3b4c66,AHbVsNsNSMXkFFyJCb79CicBCUGu7RkDfWDdjy7ipump,2026-08-18T17:33:50.391500+00:00,SOL_NATIVE,1679,-2833,True,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,497,12947,COMPLETE,OBSERVABLE,1679,4626,COMPLETE,OBSERVABLE,1679,64626,COMPLETE,OBSERVABLE,-2833,45733,COMPLETE
fp1sig-4e8db8088ce7c5aacea18bc8,F6RGSDn9WQ22UZ2Fntwskw6e6Gp4h1oAdtvY4PW6pump,2026-08-18T17:33:58.770428+00:00,SOL_NATIVE,2967,-5257,True,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,394,7383,COMPLETE,OBSERVABLE,-1805,7142,COMPLETE,OBSERVABLE,2808,14473,COMPLETE,OBSERVABLE,-4555,10255,COMPLETE
fp1sig-78bb32b8bd816b9d9f569360,7jFRCtCpE9KQS8hYQDehAYP2ue5PAtJ9acucPjTMpump,2026-08-18T17:34:28.751785+00:00,SOL_NATIVE,1266,-2763,True,COMPLETE,OBSERVABLE,1119,4759,COMPLETE,OBSERVABLE,811,1426,COMPLETE,OBSERVABLE,811,16426,COMPLETE,OBSERVABLE,-2376,14880,COMPLETE,OBSERVABLE,-2376,74880,COMPLETE,OBSERVABLE,-2342,140134,COMPLETE
fp1sig-6b80e43dafea6646984096cd,5uVuCHVRNEm8R9AQXrBeJVVpz33jmeHSCrcfRHk9pump,2026-08-18T17:35:02.374238+00:00,SOL_NATIVE,-200,-3863,True,COMPLETE,OBSERVABLE,-613,2135,COMPLETE,OBSERVABLE,-200,3383,COMPLETE,OBSERVABLE,-1052,629,COMPLETE,OBSERVABLE,-3742,6342,COMPLETE,OBSERVABLE,-3839,45721,COMPLETE,OBSERVABLE,-3863,123092,COMPLETE
fp1sig-ba9d04cad47fda7a746f2244,Z2xDpLQTh7igJEaAy25ph2VA5gVEpFRrEJ4TUU1pump,2026-08-18T17:35:37.283907+00:00,SOL_NATIVE,12168,-5517,True,COMPLETE,OBSERVABLE,461,2359,COMPLETE,OBSERVABLE,461,12359,COMPLETE,OBSERVABLE,-2303,11312,COMPLETE,OBSERVABLE,900,1722,COMPLETE,OBSERVABLE,-2446,4400,COMPLETE,OBSERVABLE,3614,1662,COMPLETE
fp1sig-38ff3870734a051b9f59dd46,24qPCKdD7pyyneLVu8MnAEvGjBZuc2sDHiR1wsdppump,2026-08-18T17:37:03.308307+00:00,SOL_NATIVE,11323,3152,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,3152,3030,COMPLETE,OBSERVABLE,8014,19883,COMPLETE,OBSERVABLE,10127,27784,COMPLETE,COVERAGE_GAP,11306,154860,GAP
fp1sig-3afc9fad950ade4db3aa0800,7VbX73kLJSyaAgcY9R5DJLxsVZd1eX3hPDMEmHMHaZtj,2026-08-18T17:37:37.688728+00:00,SOL_NATIVE,8494,236,False,GAP,OBSERVABLE,396,2237,COMPLETE,OBSERVABLE,2909,1437,COMPLETE,OBSERVABLE,872,794,COMPLETE,OBSERVABLE,7333,2149,COMPLETE,OBSERVABLE,7115,1549,COMPLETE,COVERAGE_GAP,1302,75455,GAP
fp1sig-46691a3a7eb23c936554dddb,7fT6V7rn2sN5RHn3q5R76WbgsUYxsdRMoDk9Tmexpump,2026-08-18T17:38:38.383436+00:00,SOL_NATIVE,24838,-1120,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,558,4749,COMPLETE,OBSERVABLE,1142,8417,COMPLETE,OBSERVABLE,2965,5030,COMPLETE,OBSERVABLE,11921,5230,COMPLETE,COVERAGE_GAP,-1120,140859,GAP
fp1sig-f8b6d6077297492b4bcb7bc9,5v1AcSWe341Lx4gCDTKccACatWG9QBL8NjeZja76pump,2026-08-18T17:38:53.972539+00:00,SOL_NATIVE,261,-4721,False,GAP,OBSERVABLE,261,4988,COMPLETE,OBSERVABLE,-2,3798,COMPLETE,OBSERVABLE,-286,1504,COMPLETE,OBSERVABLE,-2746,9099,COMPLETE,OBSERVABLE,-4501,28839,COMPLETE,COVERAGE_GAP,-4481,161448,GAP
fp1sig-25fcb501fdc91dc90e087341,DvRoafGRApkKJW44JtMtb1tUb5iUrZ9yFBy6USBSpump,2026-08-18T17:39:07.387643+00:00,SOL_NATIVE,264,-253,False,GAP,OBSERVABLE,264,2799,COMPLETE,OBSERVABLE,0,4677,COMPLETE,OBSERVABLE,-253,6710,COMPLETE,OBSERVABLE,-253,36710,COMPLETE,OBSERVABLE,-253,96710,COMPLETE,COVERAGE_GAP,-253,276710,GAP
fp1sig-346fff593710117a964f7774,7EiTAzsbxdpZUH6kGJHfL9x1PHLjV8Uw4oAX41tnGhj8,2026-08-18T17:42:19.554424+00:00,SOL_NATIVE,11669,-642,True,COMPLETE,OBSERVABLE,-63,2305,COMPLETE,OBSERVABLE,-607,5002,COMPLETE,OBSERVABLE,-607,20002,COMPLETE,OBSERVABLE,-639,11826,COMPLETE,OBSERVABLE,-624,13738,COMPLETE,OBSERVABLE,8166,12080,COMPLETE
fp1sig-9e7200d6cd81ab6f39b1fa7e,7HXh5o355GnCzHayKuYNMY91UiPzE9YLA1BTQgE5pump,2026-08-18T17:42:54.427036+00:00,SOL_NATIVE,10890,-8879,True,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,36,7933,COMPLETE,OBSERVABLE,4320,2403,COMPLETE,OBSERVABLE,10821,2214,COMPLETE,OBSERVABLE,1763,4520,COMPLETE,OBSERVABLE,-8869,17714,COMPLETE
fp1sig-6c71f231442c9d614a346697,24qRCC1X9TZ3K9gTXVnQjFjh4gtSy7xiRpaaXdFepump,2026-08-18T17:44:20.392679+00:00,SOL_NATIVE,-2215,-9412,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,-2215,4752,COMPLETE,OBSERVABLE,-6084,364,COMPLETE,OBSERVABLE,-5537,660,COMPLETE,OBSERVABLE,-8615,1263,COMPLETE,COVERAGE_GAP,-9279,43966,GAP
