candidate_id,mint,signal_at,price_identity,mfe_bps_5m,mae_bps_5m,extrema_complete_5m,extrema_coverage_status_5m,5s_status,5s_return_bps,5s_mark_age_ms,5s_coverage_status,15s_status,15s_return_bps,15s_mark_age_ms,15s_coverage_status,30s_status,30s_return_bps,30s_mark_age_ms,30s_coverage_status,60s_status,60s_return_bps,60s_mark_age_ms,60s_coverage_status,2m_status,2m_return_bps,2m_mark_age_ms,2m_coverage_status,5m_status,5m_return_bps,5m_mark_age_ms,5m_coverage_status
fp1sig-eb234b969114c0274258a7eb,4QrWH4GKuif9abEVYE7DixdJkU7SemD9wa7Dbokppump,2026-08-18T14:52:33.018741+00:00,SOL_NATIVE,682,30,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,682,3705,GAP,COVERAGE_GAP,682,18705,GAP,COVERAGE_GAP,682,48705,GAP,COVERAGE_GAP,682,108705,GAP,COVERAGE_GAP,682,288705,GAP
fp1sig-efb40f33e72539c9d561a1a5,24P2GKPn9sG5pajA6odu8Ncopk62TScTAUnwySSrqLq1,2026-08-18T14:53:20.839151+00:00,SOL_NATIVE,32201,-1934,False,GAP,OBSERVABLE,790,4997,COMPLETE,COVERAGE_GAP,790,14997,GAP,COVERAGE_GAP,-476,12119,GAP,COVERAGE_GAP,-1048,9356,GAP,COVERAGE_GAP,2930,30155,GAP,COVERAGE_GAP,32201,659,GAP
fp1sig-a4e288f0a2ad7f15196c139d,8hdyHPyxu5f1iG4XkwxpQn8ge8LsUrhxwtCHszrSpump,2026-08-18T14:53:56.200753+00:00,SOL_NATIVE,5504,-7181,False,GAP,OBSERVABLE,3195,3191,COMPLETE,OBSERVABLE,3762,3593,COMPLETE,COVERAGE_GAP,26,2892,GAP,COVERAGE_GAP,32,7301,GAP,COVERAGE_GAP,-5870,3825,GAP,COVERAGE_GAP,-7181,71062,GAP
fp1sig-2c52f16fca777bf4140e79ee,2TDMnabsjqxjuM279NdqQsZg67jfyvq4AkzVQ9Wtpump,2026-08-18T14:53:56.211757+00:00,SOL_NATIVE,495,-1147,False,GAP,OBSERVABLE,-843,3257,COMPLETE,OBSERVABLE,-1147,3572,COMPLETE,COVERAGE_GAP,-1147,18572,GAP,COVERAGE_GAP,-1147,48572,GAP,COVERAGE_GAP,-1147,108572,GAP,COVERAGE_GAP,-1147,288572,GAP
fp1sig-a39a64a0aa730839a74a7422,DAT918yWTWyffMxN3P9uN8LJvPU3nj7sy6AhtJW9pump,2026-08-18T14:56:02.505378+00:00,SOL_NATIVE,5512,-5924,False,GAP,OBSERVABLE,1918,885,COMPLETE,OBSERVABLE,5432,3142,COMPLETE,OBSERVABLE,5512,2322,COMPLETE,COVERAGE_GAP,-5924,17836,GAP,COVERAGE_GAP,-5924,77836,GAP,COVERAGE_GAP,-5924,257836,GAP
fp1sig-34d5adc11f24f53b6cb03df1,B29SR2tU5nR6v6UbBBThEygC9323A24NPF2cdvrwpump,2026-08-18T14:56:26.138378+00:00,SOL_NATIVE,-5861,-6136,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,,,GAP,COVERAGE_GAP,-5861,3209,GAP,COVERAGE_GAP,-5861,33209,GAP,COVERAGE_GAP,-5861,93209,GAP,COVERAGE_GAP,-6136,164317,GAP
fp1sig-7b97e04469763d20882943f3,DEbhqQPXNe1n3ZeRtMnx58Cm2GWysonQukaSHHqCu5m6,2026-08-18T14:57:00.995871+00:00,SOL_NATIVE,5979,-4078,False,GAP,OBSERVABLE,3095,2911,COMPLETE,OBSERVABLE,2660,2850,COMPLETE,COVERAGE_GAP,-3762,1858,GAP,COVERAGE_GAP,-3813,457,GAP,COVERAGE_GAP,-4078,55033,GAP,COVERAGE_GAP,-4078,235033,GAP
fp1sig-0c16afb3759fbd743b8c7e1c,3or3ducQiooWdP4nkkMNwMwncmxvQpXKxNtsfTSXpump,2026-08-18T14:57:20.725668+00:00,SOL_NATIVE,-9763,-9975,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,-9782,311,GAP,COVERAGE_GAP,-9846,1740,GAP,COVERAGE_GAP,-9947,483,GAP,COVERAGE_GAP,-9975,31612,GAP,COVERAGE_GAP,-9933,121221,GAP
fp1sig-794457610674ebde529d6f32,25VBxxYhYrjZy86nAU3HRTWxWgwmSEpRfvEAaKE2pump,2026-08-18T14:58:27.926037+00:00,SOL_NATIVE,1007,-9654,False,GAP,OBSERVABLE,1007,820,COMPLETE,OBSERVABLE,-3954,3154,COMPLETE,OBSERVABLE,-6409,791,COMPLETE,COVERAGE_GAP,-9654,22095,GAP,COVERAGE_GAP,-9654,82095,GAP,COVERAGE_GAP,-9654,262095,GAP
fp1sig-aea557bd63af134637174e36,GKKMaeqRoz55F8LcHx5YJk1coD7eZvvtTgBzjj9Upump,2026-08-18T14:58:55.415856+00:00,SOL_NATIVE,19,19,False,GAP,COVERAGE_GAP,19,4993,GAP,COVERAGE_GAP,19,14993,GAP,COVERAGE_GAP,19,29993,GAP,COVERAGE_GAP,19,59993,GAP,COVERAGE_GAP,19,119993,GAP,COVERAGE_GAP,19,299993,GAP
fp1sig-a03829935dbf310b05eb2d4b,23Kz21yct4F44ddBGm6Xi7wmXDP5C5PKAN6y88Hmpump,2026-08-18T14:59:01.736677+00:00,SOL_NATIVE,9243,0,False,GAP,OBSERVABLE,0,2912,COMPLETE,OBSERVABLE,0,12912,COMPLETE,OBSERVABLE,33,3157,COMPLETE,COVERAGE_GAP,113,18631,GAP,COVERAGE_GAP,1758,36405,GAP,COVERAGE_GAP,9207,8264,GAP
fp1sig-fc77f2babf9a9c09f8cc249d,GBBXsBxEkugK2GxK24fkbaDQoJfMQjtDxAKmjBCSpump,2026-08-18T14:59:52.727249+00:00,SOL_NATIVE,32322,-303,False,GAP,OBSERVABLE,4448,1136,COMPLETE,OBSERVABLE,3045,1606,COMPLETE,OBSERVABLE,2924,1639,COMPLETE,COVERAGE_GAP,17164,4241,GAP,COVERAGE_GAP,27943,38811,GAP,COVERAGE_GAP,27943,218811,GAP
fp1sig-c7eadebca05a9816b09c9220,2XLD5y5d1Bdx5rpDxhX3xzLCDdav3gw8gAasxAGSGFAE,2026-08-18T15:00:04.360858+00:00,SOL_NATIVE,488,228,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,488,8994,GAP,COVERAGE_GAP,488,38994,GAP,COVERAGE_GAP,488,98994,GAP,COVERAGE_GAP,488,278994,GAP
fp1sig-9fa39f955639959505b29f25,F1tFTFtujrMjxeBThUZymPtXsxcCh7tytDngJ71Kpump,2026-08-18T15:01:42.635539+00:00,SOL_NATIVE,4520,-6732,False,GAP,OBSERVABLE,4097,1145,COMPLETE,OBSERVABLE,4307,444,COMPLETE,COVERAGE_GAP,4520,13268,GAP,COVERAGE_GAP,-4297,4556,GAP,COVERAGE_GAP,-6732,2288,GAP,COVERAGE_GAP,-6732,182288,GAP
fp1sig-aca9b5893913b5467295ff45,HWFB8MWTMNH3bEvczfAu7M7GN7sd5MAot9JxUbw1pump,2026-08-18T15:02:27.671773+00:00,SOL_NATIVE,2100,-6828,False,GAP,OBSERVABLE,2096,805,COMPLETE,OBSERVABLE,-2159,560,COMPLETE,COVERAGE_GAP,-6828,322,GAP,COVERAGE_GAP,-6828,30322,GAP,COVERAGE_GAP,-6828,90322,GAP,COVERAGE_GAP,-6828,270322,GAP
fp1sig-2c1acfd420f5054b78053a76,6AE7AKJWrm7kWQYyu7J5oUUWkfvkLWK24NivEjh2pump,2026-08-18T15:05:23.864650+00:00,SOL_NATIVE,7267,-484,False,GAP,OBSERVABLE,726,628,COMPLETE,OBSERVABLE,-16,51,COMPLETE,COVERAGE_GAP,3681,1,GAP,COVERAGE_GAP,5453,984,GAP,COVERAGE_GAP,7267,52189,GAP,COVERAGE_GAP,7267,232189,GAP
