parameter_set_id,combo_index,ab_role,ab_source_parameter_set_id,min_return_bps,min_trades_since_t0,min_unique_buyers_since_t0,min_depth_bps,max_depth_bps,min_rebound_bps,min_buys,min_net_flow_reserve_ppm,run_count,candidate_count,expired_count,invalidated_count,rejected_count,trade_count,candidate_state_count,accounted_run_count,h5s_observable_n,h5s_p25_bps,h5s_p50_bps,h5s_p75_bps,h15s_observable_n,h15s_p25_bps,h15s_p50_bps,h15s_p75_bps,h30s_observable_n,h30s_p25_bps,h30s_p50_bps,h30s_p75_bps,h60s_observable_n,h60s_p25_bps,h60s_p50_bps,h60s_p75_bps,h2m_observable_n,h2m_p25_bps,h2m_p50_bps,h2m_p75_bps,h5m_observable_n,h5m_p25_bps,h5m_p50_bps,h5m_p75_bps,complete_5m_extrema_n,h15_observable_n,h15_p50_bps,h30_observable_n,h30_p50_bps,diagnostic_pareto_frontier
FP1-EXP0004-C-313-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU3-FL30000,313,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,3,30000,3901,32,3800,69,0,0,32,3901,24,84,270,1089,20,-196,120,636,17,-96,504,899,6,-2581,314,6535,4,-4375,-2768,3349,1,-2736,-2736,-2736,1,20,120,17,504,False
FP1-EXP0004-C-314-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU3-FL93000,314,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,3,93000,3901,17,3814,70,0,0,17,3901,14,-250,270,1216,12,0,636,1080,10,-518,477,1119,5,314,356,3046,3,-4375,-236,2213,0,,,,0,12,636,10,477,False
FP1-EXP0004-C-315-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU3-FL185000,315,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,3,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-316-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU4-FL0,316,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,4,0,3901,29,3802,70,0,0,29,3901,21,35,277,668,15,-277,120,790,12,-277,620,966,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,15,120,12,620,False
FP1-EXP0004-C-317-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU4-FL6000,317,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,4,6000,3901,27,3804,70,0,0,27,3901,21,35,277,668,15,-277,120,790,12,-277,620,966,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,15,120,12,620,False
FP1-EXP0004-C-318-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU4-FL30000,318,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,4,30000,3901,25,3806,70,0,0,25,3901,18,35,270,860,14,-220,78,790,12,-321,620,966,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,14,78,12,620,False
FP1-EXP0004-C-319-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU4-FL93000,319,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,4,93000,3901,13,3816,72,0,0,13,3901,10,144,270,1386,7,305,790,1115,6,477,929,1808,4,314,356,2403,2,-236,-236,1611,0,,,,0,7,790,6,929,True
FP1-EXP0004-C-320-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU4-FL185000,320,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,4,185000,3901,3,3824,74,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-321-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU8-FL0,321,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,8,0,3901,10,3817,74,0,0,10,3901,7,-466,0,809,8,-357,-133,483,6,-622,-338,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,8,-133,6,-338,False
FP1-EXP0004-C-322-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU8-FL6000,322,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,8,6000,3901,10,3817,74,0,0,10,3901,7,-466,0,809,8,-357,-133,483,6,-622,-338,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,8,-133,6,-338,False
FP1-EXP0004-C-323-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU8-FL30000,323,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,8,30000,3901,9,3818,74,0,0,9,3901,7,-466,0,809,8,-357,-133,483,6,-622,-338,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,8,-133,6,-338,False
FP1-EXP0004-C-324-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU8-FL93000,324,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,8,93000,3901,7,3820,74,0,0,7,3901,6,-466,-214,809,6,-357,250,1080,5,-338,-327,929,3,-394,-77,4047,1,-779,-779,-779,0,,,,0,6,250,5,-327,False
FP1-EXP0004-C-325-ROBUST_2-R2000-T3-U5-PD2500-6500-RB200-BU8-FL185000,325,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,200,8,185000,3901,1,3825,75,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-326-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU1-FL0,326,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,1,0,3901,52,3787,62,0,0,52,3901,35,-13,188,677,31,-627,84,1215,24,-1004,22,872,10,-2584,440,3620,7,-2772,-2584,3759,3,-8588,-2551,3040,3,31,84,24,22,False
FP1-EXP0004-C-327-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU1-FL6000,327,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,1,6000,3901,50,3787,64,0,0,50,3901,34,5,188,677,29,-627,84,721,22,-810,22,899,8,-503,1121,3620,6,-2764,-2584,3759,2,-2551,-2551,3040,2,29,84,22,22,False
FP1-EXP0004-C-328-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU1-FL30000,328,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,1,30000,3901,40,3796,65,0,0,40,3901,27,19,188,1197,25,-196,84,1215,20,-810,-70,899,7,440,1339,6535,5,-2764,-2584,3349,2,-2551,-2551,3040,2,25,84,20,-70,False
FP1-EXP0004-C-329-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU1-FL93000,329,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,1,93000,3901,18,3813,70,0,0,18,3901,14,144,668,1620,12,0,636,1080,10,-518,477,1119,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,12,636,10,477,False
FP1-EXP0004-C-330-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU1-FL185000,330,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,1,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-331-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU2-FL0,331,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,2,0,3901,48,3789,64,0,0,48,3901,33,5,195,677,29,-627,150,775,23,-707,63,899,9,-503,1121,3620,7,-3076,-2584,3759,3,-8756,-2551,2478,3,29,150,23,63,False
FP1-EXP0004-C-332-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU2-FL6000,332,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,2,6000,3901,46,3790,65,0,0,46,3901,32,-13,195,677,28,-967,84,721,22,-586,63,899,8,-503,1121,3620,6,-2772,-2584,3759,2,-2551,-2551,2478,2,28,84,22,63,False
FP1-EXP0004-C-333-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU2-FL30000,333,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,2,30000,3901,38,3797,66,0,0,38,3901,26,26,195,1089,23,-520,120,1215,19,-520,22,899,7,-10,1339,6535,5,-2772,-2584,3349,2,-2551,-2551,2478,2,23,120,19,22,False
FP1-EXP0004-C-334-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU2-FL93000,334,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,2,93000,3901,18,3813,70,0,0,18,3901,14,144,668,1620,12,0,636,1080,10,-518,477,1119,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,12,636,10,477,False
FP1-EXP0004-C-335-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU2-FL185000,335,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,2,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-336-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU3-FL0,336,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,3,0,3901,34,3799,68,0,0,34,3901,28,19,307,651,20,-100,256,681,16,-586,256,899,7,-2768,314,6535,5,-4375,-2768,3759,1,-2736,-2736,-2736,1,20,256,16,256,False
FP1-EXP0004-C-337-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU3-FL6000,337,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,3,6000,3901,32,3800,69,0,0,32,3901,27,97,396,788,20,-100,256,681,16,-171,256,899,6,-2581,314,6535,4,-4375,-2768,3759,1,-2736,-2736,-2736,1,20,256,16,256,False
FP1-EXP0004-C-338-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU3-FL30000,338,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,3,30000,3901,31,3801,69,0,0,31,3901,23,84,277,1197,19,-196,120,681,16,-520,256,899,6,-2581,314,6535,4,-4375,-2768,3349,1,-2736,-2736,-2736,1,19,120,16,256,False
FP1-EXP0004-C-339-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU3-FL93000,339,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,3,93000,3901,17,3814,70,0,0,17,3901,14,-250,270,1216,12,0,636,1080,10,-518,477,1119,5,314,356,3046,3,-4375,-236,2213,0,,,,0,12,636,10,477,False
FP1-EXP0004-C-340-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU3-FL185000,340,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,3,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-341-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU4-FL0,341,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,4,0,3901,28,3803,70,0,0,28,3901,20,19,277,668,15,-277,120,790,12,-277,620,966,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,15,120,12,620,False
FP1-EXP0004-C-342-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU4-FL6000,342,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,4,6000,3901,26,3805,70,0,0,26,3901,20,19,277,668,15,-277,120,790,12,-277,620,966,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,15,120,12,620,False
FP1-EXP0004-C-343-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU4-FL30000,343,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,4,30000,3901,25,3806,70,0,0,25,3901,18,35,270,860,14,-220,78,790,12,-321,620,966,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,14,78,12,620,False
FP1-EXP0004-C-344-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU4-FL93000,344,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,4,93000,3901,13,3816,72,0,0,13,3901,10,144,270,1386,7,305,790,1115,6,477,929,1808,4,314,356,2403,2,-236,-236,1611,0,,,,0,7,790,6,929,True
FP1-EXP0004-C-345-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU4-FL185000,345,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,4,185000,3901,3,3824,74,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-346-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU8-FL0,346,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,8,0,3901,10,3817,74,0,0,10,3901,7,-466,0,809,8,-357,-133,483,6,-622,-338,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,8,-133,6,-338,False
FP1-EXP0004-C-347-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU8-FL6000,347,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,8,6000,3901,10,3817,74,0,0,10,3901,7,-466,0,809,8,-357,-133,483,6,-622,-338,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,8,-133,6,-338,False
FP1-EXP0004-C-348-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU8-FL30000,348,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,8,30000,3901,9,3818,74,0,0,9,3901,7,-466,0,809,8,-357,-133,483,6,-622,-338,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,8,-133,6,-338,False
FP1-EXP0004-C-349-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU8-FL93000,349,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,8,93000,3901,7,3820,74,0,0,7,3901,6,-466,-214,809,6,-357,250,1080,5,-338,-327,929,3,-394,-77,4047,1,-779,-779,-779,0,,,,0,6,250,5,-327,False
FP1-EXP0004-C-350-ROBUST_2-R2000-T3-U5-PD2500-6500-RB500-BU8-FL185000,350,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,500,8,185000,3901,1,3825,75,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-351-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU1-FL0,351,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,1,0,3901,49,3790,62,0,0,49,3901,33,1,188,816,28,-627,84,923,21,-810,166,899,9,-2584,440,3214,6,-2772,-2764,3349,3,-8588,-2551,3040,3,28,84,21,166,False
FP1-EXP0004-C-352-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU1-FL6000,352,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,1,6000,3901,47,3790,64,0,0,47,3901,32,1,188,810,26,-627,84,721,19,-810,166,1119,7,314,1121,6933,5,-2764,-2584,3349,2,-2551,-2551,3040,2,26,84,19,166,False
FP1-EXP0004-C-353-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU1-FL30000,353,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,1,30000,3901,39,3797,65,0,0,39,3901,26,26,205,1197,24,-520,84,681,19,-810,22,960,7,314,1121,6535,5,-2764,-2584,3349,2,-2551,-2551,3040,2,24,84,19,22,False
FP1-EXP0004-C-354-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU1-FL93000,354,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,1,93000,3901,18,3813,70,0,0,18,3901,14,144,668,1620,12,0,636,1080,10,-518,477,1119,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,12,636,10,477,False
FP1-EXP0004-C-355-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU1-FL185000,355,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,1,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-356-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU2-FL0,356,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,2,0,3901,45,3792,64,0,0,45,3901,30,1,188,816,26,-627,150,775,19,-707,166,1119,8,-2584,314,3214,6,-3076,-2772,3349,3,-8756,-2551,2478,3,26,150,19,166,False
FP1-EXP0004-C-357-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU2-FL6000,357,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,2,6000,3901,43,3793,65,0,0,43,3901,29,1,205,816,25,-627,150,721,18,-586,166,1119,7,-10,1121,6933,5,-2772,-2584,3349,2,-2551,-2551,2478,2,25,150,18,166,False
FP1-EXP0004-C-358-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU2-FL30000,358,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,2,30000,3901,37,3798,66,0,0,37,3901,25,84,270,1089,23,-520,120,681,18,-520,22,899,7,-10,1121,6535,5,-2772,-2584,3349,2,-2551,-2551,2478,2,23,120,18,22,False
FP1-EXP0004-C-359-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU2-FL93000,359,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,2,93000,3901,18,3813,70,0,0,18,3901,14,144,668,1620,12,0,636,1080,10,-518,477,1119,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,12,636,10,477,False
FP1-EXP0004-C-360-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU2-FL185000,360,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,2,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-361-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU3-FL0,361,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,3,0,3901,34,3799,68,0,0,34,3901,24,2,270,788,20,-100,190,681,17,-96,256,899,7,-2768,314,6535,5,-4375,-2768,3349,1,-2736,-2736,-2736,1,20,190,17,256,False
FP1-EXP0004-C-362-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU3-FL6000,362,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,3,6000,3901,32,3800,69,0,0,32,3901,23,84,481,1197,20,-100,190,681,17,-96,256,899,6,-2581,314,6535,4,-4375,-2768,3349,1,-2736,-2736,-2736,1,20,190,17,256,False
FP1-EXP0004-C-363-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU3-FL30000,363,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,3,30000,3901,31,3801,69,0,0,31,3901,22,84,277,1197,19,-196,120,681,16,-520,256,899,6,-2581,314,6535,4,-4375,-2768,3349,1,-2736,-2736,-2736,1,19,120,16,256,False
FP1-EXP0004-C-364-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU3-FL93000,364,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,3,93000,3901,17,3814,70,0,0,17,3901,14,-250,270,1216,12,0,636,1080,10,-518,477,1119,5,314,356,3046,3,-4375,-236,2213,0,,,,0,12,636,10,477,False
FP1-EXP0004-C-365-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU3-FL185000,365,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,3,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-366-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU4-FL0,366,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,4,0,3901,27,3804,70,0,0,27,3901,18,35,277,860,14,-220,120,790,12,-321,620,966,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,14,120,12,620,False
FP1-EXP0004-C-367-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU4-FL6000,367,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,4,6000,3901,25,3806,70,0,0,25,3901,18,35,277,860,14,-220,120,790,12,-321,620,966,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,14,120,12,620,False
FP1-EXP0004-C-368-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU4-FL30000,368,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,4,30000,3901,25,3806,70,0,0,25,3901,18,35,270,860,14,-220,78,790,12,-321,620,966,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,14,78,12,620,False
FP1-EXP0004-C-369-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU4-FL93000,369,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,4,93000,3901,13,3816,72,0,0,13,3901,10,144,270,1386,7,305,790,1115,6,477,929,1808,4,314,356,2403,2,-236,-236,1611,0,,,,0,7,790,6,929,True
FP1-EXP0004-C-370-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU4-FL185000,370,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,4,185000,3901,3,3824,74,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-371-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU8-FL0,371,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,8,0,3901,10,3817,74,0,0,10,3901,7,-466,0,809,8,-357,-133,483,6,-622,-338,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,8,-133,6,-338,False
FP1-EXP0004-C-372-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU8-FL6000,372,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,8,6000,3901,10,3817,74,0,0,10,3901,7,-466,0,809,8,-357,-133,483,6,-622,-338,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,8,-133,6,-338,False
FP1-EXP0004-C-373-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU8-FL30000,373,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,8,30000,3901,9,3818,74,0,0,9,3901,7,-466,0,809,8,-357,-133,483,6,-622,-338,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,8,-133,6,-338,False
FP1-EXP0004-C-374-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU8-FL93000,374,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,8,93000,3901,7,3820,74,0,0,7,3901,6,-466,-214,809,6,-357,250,1080,5,-338,-327,929,3,-394,-77,4047,1,-779,-779,-779,0,,,,0,6,250,5,-327,False
