mint,price_path_class,price_identity,flow_compatibility,flow_identity_conflict,strategy_error,strategy_final_state,strategy_candidate_compat_only,since_t0_trades,since_t0_sol_buy_lamports,since_t0_sol_sell_lamports,since_t0_quote_buy_raw,since_t0_quote_sell_raw,since_t0_net_flow_raw,since_t0_net_flow_reserve_ppm,sol_legacy_parity
5JwKdV18q4QTh8YBy7JJZRpu4kfHMo1Pz4WdyYQSpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,829895771,0,829895771,-829895771,-25783,True
5KQngWMYdTxbqtPGYCdvXGEwh2WjkzaJBHTUpNnGpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_RESPONSE,False,12,4292444444,7104029020,4292444444,7104029020,-2811584576,-73102,True
5KeDEpM75HZuyMzAWESH1Nusp1Y2ffaTvKybr1HApump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,21,789453943,853223065,789453943,853223065,-63769122,-1775,True
5KvgSZH3SKwnrXfCDpDgmneagvaotuG16wAKpaCJLHTz,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,296296295,0,296296295,0,296296295,8139,True
5LocChriyyBQETQepYXF1RGevzB1VkptjR3MHkQ5pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,9999,0,9999,9999,0,False
5MBk8BVfrmW13ZoDjLwG8TSZjNvcr1AS1UXWTKfapump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_RECLAIM,False,16,13674149364,12657920927,13674149364,12657920927,1016228437,2256,True
5MHeqv63kDyREwMxGSbxG6w1tNR4jePekNMbP1NfNmca,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,81846356,0,81846356,-81846356,-2726,True
5MKJETpwcR5qiyd7zqTtkeyd7EdjEskcFBK6Pky28ZBy,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,8465167,0,8465167,-8465167,-274,True
5MwaKy4wMbYKL8ou1ooDUXnbDxg68YQeTsapPyzbpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_RECLAIM,False,52,4657523949,16193163553,4657523949,16193163553,-11535639604,-304898,True
5N19c8Tv82WZaC8QtmdMp49jg66fkLSHNZKWQ9crpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,PULLBACK_ACTIVE,False,16,33633500866,551046524,33633500866,551046524,33082454342,686625,True
5NBTwamodVFt55mbbKojYLZkgmDDUjbSJ1XymgJ9pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,97777777,0,97777777,0,97777777,3171,True
5NQTfQu9xa3gBA9WRGTtDGD74Ezbe274X2zZDk7HX4ZS,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,27985075,0,27985075,0,27985075,932,True
5NbyfdqLx4HfBE6A9HJeg4bdLVem6BzrP8HpkuR8SnvD,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,3233140,0,3233140,-3233140,-108,True
5Q1TXEM1J4AFwK3JVr1ea9M6d91NHw3eqVuXc2KKpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,CANDIDATE_SIGNAL,True,117,15204002485,17034145388,15204002485,17034145388,-1830142903,-64698,True
5QULTRd4KJKWGpLe41QGWABtd763RfszZRYYiFt6pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_PULLBACK,False,7,5568251346,2286574056,5568251346,2286574056,3281677290,93768,True
5QXQxJ7abvMcRbyrnK5LwD6dFALmdL5kZsfjM1eGpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,128709326,0,128709326,0,128709326,4009,True
5Qh4mjfrShYnQicWUDLjArgAjev1M7wiwJBtAUokpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,11,502046934,4793995464,502046934,4793995464,-4291948530,-130629,True
5QxN85Kh4kFbUQ5oQcVfaYdRvwV3jUuNrXbnQJUDpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,13100538,0,13100538,0,13100538,436,True
5R4Scv9BbpwVtaytSRETRTAisNnZtUu5MxqWxRJHpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,6421036,0,6421036,0,6421036,213,True
5RKCoUbp5HKPJR49svNs53emqU2ffWmvA53ceWs6pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,348797865,0,348797865,-348797865,-11508,True
5RKVXkLNnx3ZtiRToYhqQk9DeTX5LSotJb8J29g9pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,9999,0,9999,9999,0,False
5RiUhy7zfxftwNNbgjB3qfFemfsWu1upGgY3YsWipump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,987654,0,987654,0,987654,27,True
5Rn3np9nBUc9fGEpyhAdmtJcXiMgTntHsatxrgsSpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,2799,0,2799,2799,0,False
5S8zUyVVKSo8i7PgZKorH6hSLBse34hA61QrRaQopump,QUOTE_ONLY,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,COMPATIBLE,False,,IMPULSE_CONFIRMED,False,3,0,0,113364889,25783521,87581368,217572,
5SNWNQzdLTQQi69pEkRnYLtpAAZevLZozdvhr3aUpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,100015626,0,100015626,0,100015626,3323,True
5SPinjzQzKZtbEy2avECoJhvRE1gteBEZFLAAPeWpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,CANDIDATE_SIGNAL,True,14,806851772,666544135,806851772,666544135,140307637,-35179,True
5SSjnMZzrbvVVRNsg2ZQBGwFr3JcZkmCgAsd4crupump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,4,0,3617972088,0,3617972088,-3617972088,-115632,True
5ShyDi5HWRNRzZiip6tc2gzrW3ddP7EFDF9NPHMfpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,120,333554592,70159082715,333554592,70159082715,-69825528123,-1096886,True
5SmxuH7PucVXd3MMByaiDkusLCE9dAwWBfXfsBTVpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,7,0,2657778510,0,2657778510,-2657778510,-59439,True
5Sw7u2rS7msGVRoPr9AJE9zmXdMWzMn6AvX8xc3rpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,3,0,1564444443,0,1564444443,-1564444443,-50818,True
5Sz32fiudEjDMjyhqG3rT3fJ4tLfvVNRZei5Wj3B5fUQ,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_PULLBACK,False,6,14011191596,11191595,14011191596,11191595,14000000001,353546,True
5TKLzmmgfPYUL6FqFJ7CYt6JEmvkjSBoe9hncqyfpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,2,0,20163492,0,20163492,-20163492,-36783,True
5TQrzmoueino8ABPULBMPLcB71c6cJQUiQPEWtAspump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,1222222222,0,1222222222,0,1222222222,39146,True
5UHUJYoo9CpDuAjegkpQyEtqE7L3Qeho19crybTtpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,85005359057,0,85005359057,0,85005359057,739143,True
5UQEae7siXBuKnvtStaDNYYTzYwLjSbTyhCqrHUcpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,214670509,0,214670509,-214670509,-6738,True
5UbddY8MEzRzgW61r2gCBynCdvSVJWUvnMucAKcxZAFQ,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,3,1035328077,1258718223,1035328077,1258718223,-223390146,-5729,True
5UmH46uvnH6m7CFRRtaY5797kMG4KZPsYH1xBPgdpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,253911961,0,253911961,-253911961,-8226,True
5UsdThrfAc33fQZqkMYSp2dgMQvG9mTM3jDNzNgRwSy5,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,328555035,0,328555035,-328555035,-10855,True
5Uzpvgy8swizaTG9UvV9etxVrUBLm2enYnfSgqfJpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,23,4840195554,6827397016,4840195554,6827397016,-1987201462,-43418,True
5V2iVhkRDY6hQ42AY3ke1eD8VUXfobfo78T1RUbUadjz,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,25000000,0,25000000,0,25000000,833,True
5VrEVK3FSPUQm9uWXThDvfnSjhKdsKNMuLA42yVrpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_PULLBACK,False,5,7020246909,0,7020246909,0,7020246909,204017,True
5VtuPR2KqqwfBx9bnrB3refBr4RU2WBL9fmTpXNRpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,5,81211406,2140153638,81211406,2140153638,-2058942232,-62743,True
5W4wTbCRQsC4oKUbvYA4xkvaRMETxitwoYi9NbT9aYg1,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,1287712,0,1287712,0,1287712,43,True
5Wr3m8QpTqqn1idrQvp3iNPa4f8hviBji5A9aEVapump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,29,2667314506,4130997803,2667314506,4130997803,-1463683297,-29020,True
5XR3PYNtkp9H6wasH8ETqPLYSYhL7Fr4vL8azGvkpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,2940,0,2940,2940,0,False
5XeS8XS795aTbQw5pBLGsPSP2cMYG32LKxqi9nAPoZNL,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,19417385,0,19417385,-19417385,-647,True
5YFRDbRDrQh6m8m4K434xVYu23BNsjUTe1CTrHyznegn,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,2,0,83163223,0,83163223,-83163223,-2594,True
5YHvBp85RxKeaFPdW4tSApZTj6j5QxaSJyTV5UfApump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,7,543209876,2845645577,543209876,2845645577,-2302435701,-67827,True
5YSmdm479Y61WebJANUc4qA3aZKNq3kcmNNpyBLhpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,283666749,0,283666749,-283666749,-9345,True
5YUeXgQuovvVkehNpCekgoxbCMU9ZZ5wG4aPbBqUpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_RECLAIM,False,21,13146378352,6657779293,13146378352,6657779293,6488599059,112499,True
5Yy89FQ6jT17dv8fMCr7MZcNiohs2nph6BoYXQScpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,7043230,0,7043230,-7043230,-227,True
5ZNZt8qzMpife6TCbmJywYMA5KHXg1PLKJAYC3wdpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,4,753111279,0,753111279,0,753111279,24522,True
5aHxhVtzYbxmMrArmh15rjE6Miu4LHjm5ZfJ3Qdgpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,740624999,0,740624999,-740624999,-24687,True
5aUWLwd8xLM2L59y9QZV4MxpbXPWvULN6eKoRvRMpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,13518677,0,13518677,-13518677,-450,True
5an9iiaADSfpmaKGtzkqMTfZKfWj3jJwsupEomSZpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,16,79012344,7727528953,79012344,7727528953,-7648516609,-230951,True
5bPk9ZHSASAkEHq9PheLBSUAG93FQqYeN5T2XDhupump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,8,0,7327316227,0,7327316227,-7327316227,-189427,True
5bT1E2bt8MFLBFk1zbvWFMkJM7SaXKAce3nyWcTQpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,3,275733332,391582202,275733332,391582202,-115848870,-3405,True
5boMjDyxC7JFJNyJSpatdatWeFAjwHwSQfjcFT9jpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,5,1076646736,261122195,1076646736,261122195,815524541,20613,True
5bpzpuVPs8M6aSBPvmTzj2KXDLgu7wHa2s7QTNBGpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,2,0,280140472,0,280140472,-280140472,-9211,True
5bym3pheUDteKVKK9PBbzzUw1TuJ9P9ismTPiLVVpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,5728395059,0,5728395059,0,5728395059,160332,True
5cmsox5kv68STJHtgWi4K8zNNRcrScThXuktS2vhhWmA,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,2,1269950018,0,1269950018,0,1269950018,15879,True
5dGcUtSe2nJdaGGVM49G4Xus13r2sJucqzKYj7u2pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,9876541,0,9876541,-9876541,-329,True
5dQC87GSS6LUuFRnWo7v4em2fMaoZtX9KZxzrU2zGoJW,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,2,977777777,0,977777777,0,977777777,31099,True
5dSXTR3ceFzRsdAnDaBGDm5aSevwi8Bv87ioZXYVpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,300710,0,300710,-300710,-10,True
5dwYpr9b6CVx4hfnAorRLMaeHC5MMZ2DoJzvcCTDekz9,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,50000000,0,50000000,-50000000,-1667,True
5eNTra94PT3NSoQNFqZpV73kA7aoCehjDTxE6Drkpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,INVALIDATED,False,83,12729679001,82047607559,12729679001,82047607559,-69317922000,-1216449,False
5efUPKYcfhXiZJ8WhzVdinVyg7bHycqRT79pfjKDpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,2,655111110,0,655111110,0,655111110,20288,True
5ewVqD9heE4VJxpKHmrZMvS6rbnHKA8W9r1jVRqLpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,324476,0,324476,-324476,-11,True
5f9n9cfF2nMepFxfj7ENXunbFJs1NGffcsEep4ENpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,110718630,0,110718630,-110718630,-3691,True
5fAKmw2v2jzBNW7mKrGRExmzv6R2mx5bZ6HzVgsYpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,2796,0,2796,2796,0,False
5fXzt5sy4zuqK7qTUyPPyPVtdfWQUSE8Jfsi3y3opump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,9999,0,9999,9999,0,False
5faGDXwbiBq5miEMyuv79tXd8oFMgpAFMXGA7Xexpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,12,8069982562,4517166548,8069982562,4517166548,3552816014,35465,True
5fmWt6XZQMF4tCoP9RurvxGU8quiUJ7Q7Qp9Dyfapump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,740624999,0,740624999,-740624999,-24687,True
5g8Gj7nXiiLWudLYNWHahjnM4EPcLmp3CAuuWF2gpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_PULLBACK,False,7,3133863097,973863095,3133863097,973863095,2160000002,68209,True
5gCPB5LcWweQMVsqsyoD19dvkvD8ikHHAjME7KvJnsiU,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_PULLBACK,False,5,2449382713,10956781554,2449382713,10956781554,-8507398841,-198915,True
5gESZz7SUtzQZM7Sy4VYXEPxsfwaSa5ehAyAz44Fpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,740624999,0,740624999,-740624999,-24687,True
5gEWPDvExPWtghyn8dS2PSwh67ghTSE5Y5ccSZZYpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_PULLBACK,False,45,27397778476,449467264,27397778476,449467264,26948311212,629822,True
5giVUuiWzPhCoYKTNm1sWEujUeKdehuqS23Gp187fNJk,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,741450165,0,741450165,-741450165,-15590,True
5gx8ApnXvs5tYSbARtoezSckxeYMXbndnMLRoLqBpump,QUOTE_ONLY,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,17,0,0,0,771610199,-771610199,-147332,
5i3Df8j5qYBimPeutDiaCvzo2aZqEvvJKQKP4RdEpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,2,0,2355200187,0,2355200187,-2355200187,-55827,True
5iKDXGCoUqV6Rf1fK4ttpr4Wm4gbK3JNthqsP7iGpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,1974999999,0,1974999999,-1974999999,-65833,True
5iW99evJJujtZqbQwucmGZAFgEKo8Jij1dtQ44Ctpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_RESPONSE,False,10,93254661,122737865,93254661,122737865,-29483204,-11618,True
5iXv67U1Drj13tKc8Xea9tvinY3GNBM395ZaeAoGpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_PULLBACK,False,10,140651910,61460761,140651910,61460761,79191149,15094,True
5iXyYJNCE7J7egQRDnxcJfAURSPbkwqxD8NsB55Tpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,12,0,11836872712,0,11836872712,-11836872712,-325461,True
5iafpX6afqjtgq824ra9bAwCmk5KomUgL3bcFUZcpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,4197,0,4197,4197,0,False
5icdwMwcvc1j2GNXHSpRsrCmnyXfMc5d36ai9EzBpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,11849348,0,11849348,-11849348,-395,True
5jjt7Umhf5FY9XHpoVw4td1m7QpebX8u79A6vA1hwwXq,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,2,0,120927034,0,120927034,-120927034,-2576,True
5kVM7dYJHSQGMEbGmzhPsrw1MovYdRkSfD4tRgf9pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_PULLBACK,False,10,2459916746,3432809928,2459916746,3432809928,-972893182,-29373,True
5kg3NqPd5yHaeGHvdnBU96LsBcSFw4cq7FzHKhZzpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_PULLBACK,False,5,12444444440,0,12444444440,0,12444444440,330292,True
5kiDiCQfiHm69ZHL5ZUbtJGRUAd95aBfR6tXakBHpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,691249999,0,691249999,-691249999,-23042,True
5m5So6tT4fvz1nsfjrp45r1MKqKh9VGC77yjQnVopump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,24104338,0,24104338,-24104338,-793,True
5mSrAZTcNuzmv4zWkBPhd86VgSY2CwYe1nZwb54PkqQr,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,2,707878555,3901576763,707878555,3901576763,-3193698208,-107001,True
5mve4LA6AS35PnaqL8DDsE893GnG7xLyXdnWYD4Tpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,4,0,1209010765,0,1209010765,-1209010765,-32978,True
5nKo8KMpoqwrJ8YWPamQ6jef6E5KMxzreha8QGrypump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,CANDIDATE_SIGNAL,True,18,8178023574,8715549545,8178023574,8715549545,-537525971,240732,True
5oWgTWpjmhCNrkUQ6LC7hQMAEA2r1uUi5DCopAehpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,18359499,0,18359499,-18359499,-433,True
5orYcs6TNvs3FymKCdrb7ueZ6fYZvYFbpeaZ6Hnwpump,QUOTE_ONLY,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,28,0,0,65083882,57270254,7813628,-3748,
5p7qVFCnfLUMiRz1yAYgSmH2djJXZ46p8b5YA4Rnpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,5,273777778,397362775,273777778,397362775,-123584997,-3852,True
5pFbhLUhUfHVkZGemTSLiyMQPCKmRGrxA89NHNtxpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,1131281447,0,1131281447,-1131281447,-36507,True
5pGctmFtTSzmPU8tSDB74zCJtPHbEWy2x4aqW4b4pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,58758618,0,58758618,0,58758618,1955,True
5pgtwgmiCuLHkQ9od1uFohfQbwkg4Jp6uBvXgAqDpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,2,0,405957375,0,405957375,-405957375,-12981,True
5pt186UERui2cwBEm7iHyS8ZE2St1en2PmPEqkAwpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,279585184,0,279585184,0,279585184,7309,True
5q227gBbLJXKiE71oeumsttAceQA1fvyqptdU9W3pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_RESPONSE,False,8,9777777777,7737131420,9777777777,7737131420,2040646357,34758,True
5qLjqMdMaDQgL22kJn5fFqxHUjcRW3exfifibfWkpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,99058939,0,99058939,-99058939,-2924,True
5qWauo9cgmk9Kxs9VUyyZhnNiN8PNsYjGHKzp959pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,29061183,0,29061183,-29061183,-794,True
5qpr4Z2oaMkVNZkUnTfHbmYRGNeLRLViHYwcmShpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,IMPULSE_CONFIRMED,False,2,1000000001,892392441,1000000001,892392441,107607560,4284,True
5quBgXgYviR3ZPDfD3Ba2ThV92eDWHhBwCRZb4EFpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,6,0,2906125135,0,2906125135,-2906125135,-86506,True
5qw3r6sfEvSSigpKHhG4Wf4ZpdxrN6SQQSJESVddpump,QUOTE_ONLY,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,COMPATIBLE,False,,WAITING_FOR_RESPONSE,False,16,0,0,57404439,72378896,-14974457,-72035,
5rX4WS2D5W8kuVrK1CxLdN6WZXoC1r4dA8sRRoZypump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,8,1208037154,1700437996,1208037154,1700437996,-492400842,-18721,True
5rXXQt3oDac3YzshfUMTUR31GCoLixUZLeaSfi9Zpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,93184279,0,93184279,-93184279,-2220,True
5rt6kZ9iSnYSi1HsVXiLiso4QZCubteZE1tXHBjWpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,972835840,0,972835840,-972835840,-32428,True
5s2iWMwxgCnC4XQFNT4rD7VZzagzrwKMwtnjFtiEpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,CANDIDATE_SIGNAL,True,79,38797609795,19669744763,38797609795,19669744763,19127865032,429064,True
5s524cEaJ8BKwHzYHtKWhSdScEjn1vJy1FALnVA3pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,3,710904320,2530765186,710904320,2530765186,-1819860866,-61196,True
5sPnSfjdhuxPX8ZeuTtfefL882en7FAv8zRHr4LVYwMu,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,478014822,0,478014822,-478014822,-15916,True
5sSQgA9P1NtBuNYgbbKW745ZuojFczBQtLQAhSrWpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_RESPONSE,False,23,789712365,313420967,789712365,313420967,476291398,11237,True
5sqwueSTCdPP66NJm6Z1MnHnL2ruCigKZN2CvF51pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,CANDIDATE_SIGNAL,True,82,33686538343,33323741228,33686538343,33323741228,362797115,1717,True
5tCbb94AoFWpyv7CWGXi5uosWZcWzHkGZVNYXDd2pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,990589400,0,990589400,0,990589400,31964,True
5tNdmZkSa8u5NQSeXF5u6TEFCKR4ptzRmXEZAoVHpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,27,147869555,118019015,147869555,118019015,29850540,-187408,True
